a,p,ns1Time,time,activity,patient,source,perspective
http://cltl.nl/leolani/n2mu/practice0.5327837968274671,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-08-04T00:00:00,2012-09-04 08:35:56.186358,practice,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/practice0.5327837968274671,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-08-04T00:00:00,2012-09-04 08:35:56.186358,practice,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
http://cltl.nl/leolani/n2mu/levels0.43747548265088443,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.323688,levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/levels0.43747548265088443,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.323688,levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/levels0.43747548265088443,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.323688,levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/levels0.43747548265088443,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.323688,levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#NEGATIVE
http://cltl.nl/leolani/n2mu/levels0.43747548265088443,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.323688,levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/sleep0.8111491983467075,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.344977,sleep,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/sleep0.8111491983467075,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.344977,sleep,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/sleep0.8111491983467075,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.344977,sleep,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/sleep0.8111491983467075,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.344977,sleep,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#NEGATIVE
http://cltl.nl/leolani/n2mu/sleep0.8111491983467075,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.344977,sleep,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#SADNESS
http://cltl.nl/leolani/n2mu/sleep0.8111491983467075,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-04-26T00:00:00,2012-05-26 08:35:56.344977,sleep,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#DISAPPOINTMENT
http://cltl.nl/leolani/n2mu/children_or_grandchildren_are_at_risk0.6425673961305235,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.631639,children or grandchildren are at risk,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/children_or_grandchildren_are_at_risk0.6425673961305235,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.631639,children or grandchildren are at risk,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/children_or_grandchildren_are_at_risk0.6425673961305235,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.631639,children or grandchildren are at risk,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/children_or_grandchildren_are_at_risk0.6425673961305235,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.631639,children or grandchildren are at risk,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/children_or_grandchildren_are_at_risk0.6425673961305235,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.631639,children or grandchildren are at risk,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#APPROVAL
http://cltl.nl/leolani/n2mu/managing_my_activity_levels0.32249021657195964,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.680871,managing my activity levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/managing_my_activity_levels0.32249021657195964,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.680871,managing my activity levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/managing_my_activity_levels0.32249021657195964,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.680871,managing my activity levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/managing_my_activity_levels0.32249021657195964,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.680871,managing my activity levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
http://cltl.nl/leolani/n2mu/managing_my_activity_levels0.32249021657195964,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-11-27T00:00:00,2012-12-27 08:35:56.680871,managing my activity levels,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#APPROVAL
http://cltl.nl/leolani/n2mu/diet0.4041820943375173,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-09-05T00:00:00,2011-10-05 08:35:56.821206,diet,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
http://cltl.nl/leolani/n2mu/diet0.4041820943375173,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-09-05T00:00:00,2011-10-05 08:35:56.821206,diet,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/diet0.4041820943375173,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-09-05T00:00:00,2011-10-05 08:35:56.821206,diet,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/diet0.4041820943375173,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-09-05T00:00:00,2011-10-05 08:35:56.821206,diet,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/diet0.4041820943375173,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-09-05T00:00:00,2011-10-05 08:35:56.821206,diet,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/pack_some_snacks0.619961028415419,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2013-02-08T00:00:00,2013-03-08 08:35:57.098186,pack some snacks,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/pack_some_snacks0.619961028415419,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2013-02-08T00:00:00,2013-03-08 08:35:57.098186,pack some snacks,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/pack_some_snacks0.619961028415419,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2013-02-08T00:00:00,2013-03-08 08:35:57.098186,pack some snacks,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/pack_some_snacks0.619961028415419,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2013-02-08T00:00:00,2013-03-08 08:35:57.098186,pack some snacks,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/pack_some_snacks0.619961028415419,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2013-02-08T00:00:00,2013-03-08 08:35:57.098186,pack some snacks,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#GRATITUDE
http://cltl.nl/leolani/n2mu/go_out_to_eat0.3535178674789714,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-05-24T00:00:00,2011-06-24 08:35:57.347998,go out to eat,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
http://cltl.nl/leolani/n2mu/go_out_to_eat0.3535178674789714,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-05-24T00:00:00,2011-06-24 08:35:57.347998,go out to eat,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/go_out_to_eat0.3535178674789714,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-05-24T00:00:00,2011-06-24 08:35:57.347998,go out to eat,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/go_out_to_eat0.3535178674789714,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-05-24T00:00:00,2011-06-24 08:35:57.347998,go out to eat,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/go_out_to_eat0.3535178674789714,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-05-24T00:00:00,2011-06-24 08:35:57.347998,go out to eat,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/eating_more0.2642437068061577,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.423340,eating more,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/eating_more0.2642437068061577,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.423340,eating more,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/eating_more0.2642437068061577,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.423340,eating more,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/eating_more0.2642437068061577,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.423340,eating more,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/eating_more0.2642437068061577,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.423340,eating more,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/exercise0.97660880011254,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.481767,exercise,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
http://cltl.nl/leolani/n2mu/exercise0.97660880011254,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.481767,exercise,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/exercise0.97660880011254,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.481767,exercise,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/exercise0.97660880011254,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.481767,exercise,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/exercise0.97660880011254,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.481767,exercise,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/strength_training_exercises0.79583762711628,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.651866,strength training exercises,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/strength_training_exercises0.79583762711628,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.651866,strength training exercises,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/strength_training_exercises0.79583762711628,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.651866,strength training exercises,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/strength_training_exercises0.79583762711628,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.651866,strength training exercises,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/strength_training_exercises0.79583762711628,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2011-04-19T00:00:00,2011-05-19 08:35:57.651866,strength training exercises,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#GRATITUDE
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.808231,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.808231,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.808231,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.808231,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#ALMOST_FULLY
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.808231,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#ADMIRATION
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.838260,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#POSITIVE
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.838260,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.838260,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.838260,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/cycling0.5361633060839424,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2012-09-30T00:00:00,2012-10-30 08:35:57.838260,cycling,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#GRATITUDE
http://cltl.nl/leolani/n2mu/blood_sugar_control0.359580093257868,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2010-05-04T00:00:00,2010-06-04 08:35:58.052588,blood sugar control,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/blood_sugar_control0.359580093257868,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2010-05-04T00:00:00,2010-06-04 08:35:58.052588,blood sugar control,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/level#SOMEWHAT
http://cltl.nl/leolani/n2mu/blood_sugar_control0.359580093257868,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2010-05-04T00:00:00,2010-06-04 08:35:58.052588,blood sugar control,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/blood_sugar_control0.359580093257868,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2010-05-04T00:00:00,2010-06-04 08:35:58.052588,blood sugar control,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/emotion#CARING
http://cltl.nl/leolani/n2mu/blood_sugar_control0.359580093257868,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2010-05-04T00:00:00,2010-06-04 08:35:58.052588,blood sugar control,,http://cltl.nl/leolani/friends/Pieter,http://groundedannotationframework.org/grasp/factuality#NEGATIVE
http://cltl.nl/leolani/n2mu/do0.8451358190492481,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2015-04-30T00:00:00,2015-05-31 08:35:56.016460,do,,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/emotion#CURIOSITY
http://cltl.nl/leolani/n2mu/do0.8451358190492481,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2015-04-30T00:00:00,2015-05-31 08:35:56.016460,do,,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#UNDERSPECIFIED
http://cltl.nl/leolani/n2mu/do0.8451358190492481,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2015-04-30T00:00:00,2015-05-31 08:35:56.016460,do,,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/sentiment#POSITIVE
http://cltl.nl/leolani/n2mu/do0.8451358190492481,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2015-04-30T00:00:00,2015-05-31 08:35:56.016460,do,,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#NEGATIVE
http://cltl.nl/leolani/n2mu/do0.8451358190492481,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2015-04-30T00:00:00,2015-05-31 08:35:56.016460,do,,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/level#ALMOST_NOT
http://cltl.nl/leolani/n2mu/utilizing_the_stairs0.25377045428248246,http://cltl.nl/leolani/n2mu/time/vagueTime,http://cltl.nl/leolani/n2mu/time/2015-04-30T00:00:00,2015-05-31 08:35:56.047239,utilizing the stairs,,http://cltl.nl/leolani/friends/agent,http://groundedannotationframework.org/grasp/factuality#POSITIVE
